Id,SalePrice
1461,124310.59
1462,160346.98
1463,183707.06
1464,193307.36
1465,197213.78
1466,178764.33
1467,163065.84
1468,163987.89
1469,185439.16
1470,122136.1
1471,202210.94
1472,84224.04
1473,86460.9
1474,164850.98
1475,137386.38
1476,406972.3
1477,263063.84
1478,297821.03
1479,239200.38
1480,395681.8
1481,329033.75
1482,208267.88
1483,171379.4
1484,188000.62
1485,176135.83
1486,205765.4
1487,330468.12
1488,234147.28
1489,203241.45
1490,192268.36
1491,182339.81
1492,96623.63
1493,180901.75
1494,303709.03
1495,287212.25
1496,229649.94
1497,186776.64
1498,157492.98
1499,161968.36
1500,156529.14
1501,182955.12
1502,166675.86
1503,268501.22
1504,216914.95
1505,216664.36
1506,196987.53
1507,217078.36
1508,195765.28
1509,172556.48
1510,128898.86
1511,138521.67
1512,162851.8
1513,139295.77
1514,191393.22
1515,185627.6
1516,150814.44
1517,160865.64
1518,130303.58
1519,226487.75
1520,137005.73
1521,135579.95
1522,168868.72
1523,105994.92
1524,126664.65
1525,119749.18
1526,121143.266
1527,91597.59
1528,123653.05
1529,133962.17
1530,181204.25
1531,126190.53
1532,103855.914
1533,141071.77
1534,120268.086
1535,165199.92
1536,113576.53
1537,86923.18
1538,204537.5
1539,226243.5
1540,122083.016
1541,149695.23
1542,158276.45
1543,245131.78
1544,76417.55
1545,111636.836
1546,126934.81
1547,146962.42
1548,149579.8
1549,119129.445
1550,150438.39
1551,110237.92
1552,154707.19
1553,139979.84
1554,121379.75
1555,174530.7
1556,79585.85
1557,95538.9
1558,84656.875
1559,106333.555
1560,157629.45
1561,142107.67
1562,128788.72
1563,119085.99
1564,151424.28
1565,154737.83
1566,215788.34
1567,75144.11
1568,226627.11
1569,143215.23
1570,131100.7
1571,143209.45
1572,145388.89
1573,244837.27
1574,83226.74
1575,195402.61
1576,215760.75
1577,204316.42
1578,138794.17
1579,145701.56
1580,188682.58
1581,140036.89
1582,129298.49
1583,313402.34
1584,216537.4
1585,142503.16
1586,65981.266
1587,94183.65
1588,147907.16
1589,105978.74
1590,128209.42
1591,89305.19
1592,107869.305
1593,118892.05
1594,141978.52
1595,104287.33
1596,260298.97
1597,182073.86
1598,189728.0
1599,206205.64
1600,176881.64
1601,71413.16
1602,104740.54
1603,101043.67
1604,284236.47
1605,239588.98
1606,175442.9
1607,141014.61
1608,211884.9
1609,194642.2
1610,178474.36
1611,135479.11
1612,164570.23
1613,149828.05
1614,121406.15
1615,80934.57
1616,68224.91
1617,77362.234
1618,128182.77
1619,134628.3
1620,151026.14
1621,146491.2
1622,148415.98
1623,296586.94
1624,219954.9
1625,115809.984
1626,162344.94
1627,200405.19
1628,275959.44
1629,185604.97
1630,317534.53
1631,220827.69
1632,238879.86
1633,169196.83
1634,190390.08
1635,172030.9
1636,143155.38
1637,169540.69
1638,189213.9
1639,176761.25
1640,218151.78
1641,193911.56
1642,237950.19
1643,206536.53
1644,215518.47
1645,196731.84
1646,155404.5
1647,150559.62
1648,121538.555
1649,142567.84
1650,113390.766
1651,118939.64
1652,88834.91
1653,82219.92
1654,162266.8
1655,144083.9
1656,148176.16
1657,152924.34
1658,158336.98
1659,144525.89
1660,158818.9
1661,376098.06
1662,387607.3
1663,332466.22
1664,427448.75
1665,298595.12
1666,331152.3
1667,292035.53
1668,342483.16
1669,319718.72
1670,338339.38
1671,240445.34
1672,393471.38
1673,283833.06
1674,234828.14
1675,186846.58
1676,185164.75
1677,221096.36
1678,387180.44
1679,307326.66
1680,341683.3
1681,297189.7
1682,281219.72
1683,187689.78
1684,176195.56
1685,180499.75
1686,179731.36
1687,166925.48
1688,191365.73
1689,195888.95
1690,188002.0
1691,183194.9
1692,257839.64
1693,167242.06
1694,180119.67
1695,171843.17
1696,260601.31
1697,170312.97
1698,320985.56
1699,315046.1
1700,246548.98
1701,261599.38
1702,250715.8
1703,248304.94
1704,299708.7
1705,234007.47
1706,431291.8
1707,197655.94
1708,202019.78
1709,296961.84
1710,225574.4
1711,268458.34
1712,209397.64
1713,247450.08
1714,226607.33
1715,202234.02
1716,176922.84
1717,173208.53
1718,129129.61
1719,203324.44
1720,241198.8
1721,168255.9
1722,121428.45
1723,154711.7
1724,190998.98
1725,233436.5
1726,176683.2
1727,167967.3
1728,175815.19
1729,162650.64
1730,159839.19
1731,114086.234
1732,131080.31
1733,115784.91
1734,133366.58
1735,131135.47
1736,123223.95
1737,341086.03
1738,227896.77
1739,262285.12
1740,196080.92
1741,194462.52
1742,179366.61
1743,180722.94
1744,299563.97
1745,227143.84
1746,285357.2
1747,213655.95
1748,219424.25
1749,158520.27
1750,150031.22
1751,211872.47
1752,121208.97
1753,137350.31
1754,195599.52
1755,160770.61
1756,149175.38
1757,124849.29
1758,139151.47
1759,171037.72
1760,157300.66
1761,142321.2
1762,179245.47
1763,181794.39
1764,106252.484
1765,169393.36
1766,163461.47
1767,204204.14
1768,144801.97
1769,165885.39
1770,141798.5
1771,125246.68
1772,134850.36
1773,124508.87
1774,114369.33
1775,138521.03
1776,114168.13
1777,120612.84
1778,138718.64
1779,115893.195
1780,169332.1
1781,118560.94
1782,92528.53
1783,135090.34
1784,94033.445
1785,127453.62
1786,126559.43
1787,159566.42
1788,60120.23
1789,120687.34
1790,83753.234
1791,167031.12
1792,150240.06
1793,138190.64
1794,149331.98
1795,124443.49
1796,114358.52
1797,116796.96
1798,116878.016
1799,116145.46
1800,117692.6
1801,118773.67
1802,131614.45
1803,140251.27
1804,146374.25
1805,139228.47
1806,105754.38
1807,133213.53
1808,119474.99
1809,139303.38
1810,147027.44
1811,111798.695
1812,116113.39
1813,123546.73
1814,97977.15
1815,42809.117
1816,98243.46
1817,116424.7
1818,131931.1
1819,124669.836
1820,70744.08
1821,110919.336
1822,139606.72
1823,57069.785
1824,145909.05
1825,134324.52
1826,101288.06
1827,106734.37
1828,153037.11
1829,106858.02
1830,135070.58
1831,175900.17
1832,87070.484
1833,151852.94
1834,135348.95
1835,162713.95
1836,126103.336
1837,115164.42
1838,124986.016
1839,88511.305
1840,171646.27
1841,141321.83
1842,76159.92
1843,140281.27
1844,130410.96
1845,132905.03
1846,148652.38
1847,158691.84
1848,51002.664
1849,102068.195
1850,122805.664
1851,160625.05
1852,125121.48
1853,137846.66
1854,187465.28
1855,134653.44
1856,227024.81
1857,156903.53
1858,155004.45
1859,122644.555
1860,154177.14
1861,121802.37
1862,257886.84
1863,258795.34
1864,258795.34
1865,322431.7
1866,285945.75
1867,236638.14
1868,277732.25
1869,204714.08
1870,248941.03
1871,247018.69
1872,188551.8
1873,223535.72
1874,134524.6
1875,200489.72
1876,210159.4
1877,208331.81
1878,215295.38
1879,120180.95
1880,140093.58
1881,227631.52
1882,240008.14
1883,192596.98
1884,203182.33
1885,264462.94
1886,295549.06
1887,188862.28
1888,294895.25
1889,164119.25
1890,130440.02
1891,140967.83
1892,91889.96
1893,123095.39
1894,127735.414
1895,139307.0
1896,125249.91
1897,101020.26
1898,98687.53
1899,147336.11
1900,132024.78
1901,179791.84
1902,126979.37
1903,185070.73
1904,145810.1
1905,194005.62
1906,158689.19
1907,235748.05
1908,115819.24
1909,142790.86
1910,115554.0
1911,182072.84
1912,304443.9
1913,112831.74
1914,87987.01
1915,331596.2
1916,78077.1
1917,263857.78
1918,136398.6
1919,170947.39
1920,156597.36
1921,358105.34
1922,309685.78
1923,229868.45
1924,225630.42
1925,231004.1
1926,350908.44
1927,129860.445
1928,153437.5
1929,129958.055
1930,123708.24
1931,137399.97
1932,155710.69
1933,192102.7
1934,189829.58
1935,174901.89
1936,195743.38
1937,177480.64
1938,153946.75
1939,224698.36
1940,198700.69
1941,174848.3
1942,179109.16
1943,211520.03
1944,280431.34
1945,335547.78
1946,142828.34
1947,315246.4
1948,200135.66
1949,218228.31
1950,179934.72
1951,282638.4
1952,229795.9
1953,165991.5
1954,193317.11
1955,144010.14
1956,285860.2
1957,151155.45
1958,299198.2
1959,129831.94
1960,107356.836
1961,110738.36
1962,85781.3
1963,88556.15
1964,106053.44
1965,157063.31
1966,145416.1
1967,269381.5
1968,360445.44
1969,324198.8
1970,416635.2
1971,405090.1
1972,351157.0
1973,255937.6
1974,300495.62
1975,449098.44
1976,282472.34
1977,338264.3
1978,320766.75
1979,305831.88
1980,195747.12
1981,309680.62
1982,239881.86
1983,220321.7
1984,177420.44
1985,190549.69
1986,203467.39
1987,180097.72
1988,178324.98
1989,192470.56
1990,217347.84
1991,229054.55
1992,215738.25
1993,174257.56
1994,224944.83
1995,185740.25
1996,228406.39
1997,310087.97
1998,331137.44
1999,250826.53
2000,284202.22
2001,263168.8
2002,230849.66
2003,247161.84
2004,255681.08
2005,236959.1
2006,245437.08
2007,246060.98
2008,215401.44
2009,193642.38
2010,186264.47
2011,134550.5
2012,184117.38
2013,187543.77
2014,183396.33
2015,186560.47
2016,196680.77
2017,189759.94
2018,124651.41
2019,135045.11
2020,108683.85
2021,109297.8
2022,165661.47
2023,145549.58
2024,214346.81
2025,468295.94
2026,188192.92
2027,158992.16
2028,152816.75
2029,181142.34
2030,314665.5
2031,296794.5
2032,308378.44
2033,313175.44
2034,168398.98
2035,190664.8
2036,174068.1
2037,181381.06
2038,323781.72
2039,225424.28
2040,500815.56
2041,268092.56
2042,207175.05
2043,166325.25
2044,193922.66
2045,220491.83
2046,128015.02
2047,163923.83
2048,146853.78
2049,135311.72
2050,171543.64
2051,102051.555
2052,114069.18
2053,146127.27
2054,70671.11
2055,154541.94
2056,141199.53
2057,114679.664
2058,234110.03
2059,114056.305
2060,167573.52
2061,174071.38
2062,125718.586
2063,105529.81
2064,132870.38
2065,123112.08
2066,183202.89
2067,113170.875
2068,124867.22
2069,91369.55
2070,117180.45
2071,99594.01
2072,140634.39
2073,133708.05
2074,174891.66
2075,137688.1
2076,136845.72
2077,148747.81
2078,131261.44
2079,125005.79
2080,110961.6
2081,113145.64
2082,121264.664
2083,146499.69
2084,110404.7
2085,119544.26
2086,150261.9
2087,119868.38
2088,123974.19
2089,79617.74
2090,139884.61
2091,123839.234
2092,119857.88
2093,118463.46
2094,121370.1
2095,157897.84
2096,82317.695
2097,103636.39
2098,144126.34
2099,53543.273
2100,108818.086
2101,115490.84
2102,137358.25
2103,94449.11
2104,139245.47
2105,125786.17
2106,65469.793
2107,247887.5
2108,121388.95
2109,111159.38
2110,128929.75
2111,147988.86
2112,141439.52
2113,124366.96
2114,95307.055
2115,176948.03
2116,126265.68
2117,165220.78
2118,119944.44
2119,104364.16
2120,110290.09
2121,118993.21
2122,107233.734
2123,74216.086
2124,158696.64
2125,122304.24
2126,149599.06
2127,177859.56
2128,135484.55
2129,98384.664
2130,138484.62
2131,151009.42
2132,119678.13
2133,112284.41
2134,105669.766
2135,97643.5
2136,90855.12
2137,107488.14
2138,137868.27
2139,156471.03
2140,150148.62
2141,159029.3
2142,132098.64
2143,141405.88
2144,124588.625
2145,136615.94
2146,155586.88
2147,162410.28
2148,130335.39
2149,146670.98
2150,231999.11
2151,122965.79
2152,159242.36
2153,158263.0
2154,109342.164
2155,122918.9
2156,235504.55
2157,223225.39
2158,239272.55
2159,222931.89
2160,181933.6
2161,236045.97
2162,418565.12
2163,291136.06
2164,249702.03
2165,193487.81
2166,143215.55
2167,193086.38
2168,210332.53
2169,186800.22
2170,221476.52
2171,149971.6
2172,134368.97
2173,159993.34
2174,241969.9
2175,285592.5
2176,299450.62
2177,240921.28
2178,220822.75
2179,142193.83
2180,216137.89
2181,184917.97
2182,224992.56
2183,190851.56
2184,124896.12
2185,115982.07
2186,137032.66
2187,156893.31
2188,169357.03
2189,179005.61
2190,74836.87
2191,85516.375
2192,109497.03
2193,98880.55
2194,89677.73
2195,109743.914
2196,98593.59
2197,109460.73
2198,153358.9
2199,187077.97
2200,132775.81
2201,123822.805
2202,196626.97
2203,159161.55
2204,214122.72
2205,106862.195
2206,121401.25
2207,227080.7
2208,217613.53
2209,195771.95
2210,121724.414
2211,101374.73
2212,108303.03
2213,111747.64
2214,136205.5
2215,92348.79
2216,146511.64
2217,77993.45
2218,73762.19
2219,63760.938
2220,75083.03
2221,333305.72
2222,263304.25
2223,302112.66
2224,229789.14
2225,113781.875
2226,178510.53
2227,197259.17
2228,274340.1
2229,246096.5
2230,178808.58
2231,224848.1
2232,166813.16
2233,168478.22
2234,247478.7
2235,206267.8
2236,255051.89
2237,301860.06
2238,208027.17
2239,101699.055
2240,147860.64
2241,166224.06
2242,125981.586
2243,134378.23
2244,105844.914
2245,84965.82
2246,139699.64
2247,105225.82
2248,125815.38
2249,122789.68
2250,128084.61
2251,125295.336
2252,181489.27
2253,131841.19
2254,171382.53
2255,203356.69
2256,187252.86
2257,208788.42
2258,168027.56
2259,171761.66
2260,150107.52
2261,175702.86
2262,216983.52
2263,293977.22
2264,385907.62
2265,154849.47
2266,311577.66
2267,258680.84
2268,355267.75
2269,148192.75
2270,198006.36
2271,239281.64
2272,202233.92
2273,160032.39
2274,174342.02
2275,171608.19
2276,172890.53
2277,212103.69
2278,157786.64
2279,127995.91
2280,112902.65
2281,175217.83
2282,183487.58
2283,87168.09
2284,103401.086
2285,142394.14
2286,130352.56
2287,327738.22
2288,255035.73
2289,334003.44
2290,368028.53
2291,294715.03
2292,338131.4
2293,445421.28
2294,404570.6
2295,387779.47
2296,273072.53
2297,301521.28
2298,298644.75
2299,388278.28
2300,298427.1
2301,286223.6
2302,230834.14
2303,224257.17
2304,236546.47
2305,185629.31
2306,184040.16
2307,192720.92
2308,228896.97
2309,299137.6
2310,220144.23
2311,199959.48
2312,161281.64
2313,183525.31
2314,177693.6
2315,180800.12
2316,186874.56
2317,179632.67
2318,184185.02
2319,179248.81
2320,170194.89
2321,258707.03
2322,183459.4
2323,188838.84
2324,175923.22
2325,228777.55
2326,162141.44
2327,213468.12
2328,227967.08
2329,191463.58
